Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2
AUDI,Q5 QUATTRO,SUV - SMALL,2,4,AS8,Z,12,8.5,10.4,27,244
AUDI,Q5 QUATTRO,SUV - SMALL,3,6,AS8,Z,13.2,9.2,11.4,25,267
AUDI,Q5 QUATTRO TDI (modified),SUV - SMALL,3,6,AS8,D,10.2,7.8,9,31,244
AUDI,Q5 HYBRID QUATTRO,SUV - SMALL,2,4,AS8,Z,9.8,7.9,8.9,32,209
AUDI,RS 7 QUATTRO,MID-SIZE,4,8,AS8,Z,16.6,9.4,13.3,21,313
AUDI,S3 QUATTRO,SUBCOMPACT,2,4,AM6,Z,10.1,7.7,9,31,211
AUDI,S4 QUATTRO,COMPACT,3,6,AM7,Z,13,8.5,11,26,257
AUDI,S4 QUATTRO,COMPACT,3,6,M6,Z,13.8,9,11.7,24,273
AUDI,S5 QUATTRO,SUBCOMPACT,3,6,AM7,Z,13,8.5,11,26,257
AUDI,S5 QUATTRO,SUBCOMPACT,3,6,M6,Z,13.8,9,11.7,24,273
AUDI,S5 CABRIOLET QUATTRO,SUBCOMPACT,3,6,AM7,Z,13.3,9.1,11.4,25,266
AUDI,S6 QUATTRO,MID-SIZE,4,8,AM7,Z,13.3,8.8,11.3,25,263
AUDI,S7 QUATTRO,MID-SIZE,4,8,AM7,Z,13.4,8.8,11.4,25,265
AUDI,S8 QUATTRO,MID-SIZE,4,8,AS8,Z,15.7,9.4,12.8,22,300
AUDI,SQ5 QUATTRO,SUV - SMALL,3,6,AS8,Z,14.1,9.9,12.2,23,285
AUDI,TT COUPE QUATTRO,SUBCOMPACT,2,4,AM6,X,10.1,7.8,9.1,31,209
AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2,4,AM6,X,10.1,7.8,9.1,31,209
AUDI,TTS COUPE QUATTRO,SUBCOMPACT,2,4,AM6,Z,10.3,8.6,9.5,30,222
BENTLEY,CONTINENTAL GT,COMPACT,4,8,AS8,Z,16.1,9.4,13.1,22,307
BENTLEY,CONTINENTAL GT,COMPACT,6,12,AS8,Z,18.9,11.2,15.4,18,360
BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,4,8,AS8,Z,17.7,10.3,14.4,20,337
BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,6,12,AS8,Z,19.6,11.7,16,18,375
BENTLEY,FLYING SPUR,MID-SIZE,4,8,AS8,Z,17.7,10,14.2,20,334
BENTLEY,FLYING SPUR,MID-SIZE,6,12,AS8,Z,20.3,11.9,16.5,17,388
BENTLEY,MULSANNE,MID-SIZE,6.8,8,AS8,Z,21,13.1,17.5,16,408
BMW,228i,SUBCOMPACT,2,4,AS8,Z,9.9,6.5,8.4,34,197
BMW,228i,SUBCOMPACT,2,4,M6,Z,10.7,7,9,31,211
BMW,228i xDRIVE,SUBCOMPACT,2,4,AS8,Z,10.4,6.8,8.8,32,207
BMW,228i xDRIVE CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.5,6.9,8.9,32,209
BMW,320i,COMPACT,2,4,AS8,Z,9.9,6.5,8.4,34,197
BMW,320i,COMPACT,2,4,M6,Z,10.7,7,9,31,211
BMW,320i xDRIVE,COMPACT,2,4,AS8,Z,10.4,6.8,8.8,32,207
BMW,328d xDRIVE,COMPACT,2,4,AS8,D,7.7,5.7,6.8,42,183
BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2,4,AS8,D,7.7,5.7,6.8,42,183
BMW,328i xDRIVE,COMPACT,2,4,AS8,Z,10.5,6.9,8.9,32,209
BMW,328i xDRIVE GRAN TURISMO,FULL-SIZE,2,4,AS8,Z,10.5,6.9,8.9,32,209
BMW,328i xDRIVE TOURING,STATION WAGON - SMALL,2,4,AS8,Z,10.5,6.9,8.9,32,209
BMW,335i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,AS8,Z,12,7.9,10.2,28,238
BMW,340i,COMPACT,3,6,AS8,Z,10.9,7.2,9.3,30,217
BMW,340i,COMPACT,3,6,M6,Z,11.6,7.8,9.9,29,231
BMW,340i xDRIVE,COMPACT,3,6,AS8,Z,10.9,7.3,9.3,30,216
BMW,340i xDRIVE,COMPACT,3,6,M6,Z,11.9,8.3,10.3,27,241
BMW,428i CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.8,6.7,8.9,32,211
BMW,428i COUPE,COMPACT,2,4,AS8,Z,9.9,6.5,8.4,34,197
BMW,428i COUPE,COMPACT,2,4,M6,Z,10.7,7,9,31,211
BMW,428i GRAN COUPE,COMPACT,2,4,AS8,Z,10.8,6.7,8.9,32,211
BMW,428i GRAN COUPE,COMPACT,2,4,M6,Z,10.9,6.8,9,31,210
BMW,428i xDRIVE CABRIOLET,SUBCOMPACT,2,4,AS8,Z,11.3,7.1,9.4,30,221
BMW,428i xDRIVE COUPE,COMPACT,2,4,AS8,Z,10.5,6.9,8.9,32,209
BMW,428i xDRIVE GRAN COUPE,COMPACT,2,4,AS8,Z,10.5,6.9,8.9,32,209
BMW,435i CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.8,7.6,9.9,29,232
BMW,435i COUPE,COMPACT,3,6,AS8,Z,11.6,7.7,9.9,29,232
BMW,435i COUPE,COMPACT,3,6,M6,Z,12.1,8.4,10.5,27,246
BMW,435i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.9,8.1,10.2,28,238
BMW,435i xDRIVE COUPE,COMPACT,3,6,AS8,Z,12,7.9,10.2,28,238
BMW,435i xDRIVE COUPE,COMPACT,3,6,M6,Z,12.3,8.4,10.5,27,247
BMW,435i xDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,12,7.9,10.2,28,238
BMW,528i xDRIVE,MID-SIZE,2,4,AS8,Z,10.5,6.9,8.9,32,209
BMW,535d xDRIVE,MID-SIZE,3,6,AS8,D,9.2,6.3,7.9,36,212
BMW,535i xDRIVE,MID-SIZE,3,6,AS8,Z,11.9,8.1,10.2,28,238
BMW,535i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,AS8,Z,13,9.1,11.2,25,263
BMW,550i xDRIVE,MID-SIZE,4.4,8,AS8,Z,14.4,9.6,12.3,23,288
BMW,550i xDRIVE GRAN TURISMO,FULL-SIZE,4.4,8,AS8,Z,14.3,9.3,12.1,23,283
BMW,640i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.9,8.1,10.2,28,238
BMW,640i xDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,11.9,8.1,10.2,28,238
BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Z,14.3,9.3,12.1,23,283
BMW,650i xDRIVE COUPE,COMPACT,4.4,8,AS8,Z,14.4,9.6,12.3,23,288
BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.3,9.3,12.1,23,283
BMW,750i xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.3,9.3,12.1,23,283
BMW,750Li xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.3,9.3,12.1,23,283
BMW,ACTIVEHYBRID 5,MID-SIZE,3,6,AS8,Z,10.6,7.9,9.4,30,219
BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.3,9.3,12.1,23,283
BMW,M2,SUBCOMPACT,3,6,AM7,Z,11.8,8.8,10.4,27,244
BMW,M2,SUBCOMPACT,3,6,M6,Z,12.7,9.2,11.1,25,260
BMW,M235i,SUBCOMPACT,3,6,AS8,Z,11.6,7.7,9.9,29,232
BMW,M235i,SUBCOMPACT,3,6,M6,Z,11.9,8.6,10.4,27,245
BMW,M235i CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.6,7.7,9.9,29,232
BMW,M235i CABRIOLET,SUBCOMPACT,3,6,M6,Z,12.1,8.4,10.5,27,246
BMW,M235i xDRIVE,SUBCOMPACT,3,6,AS8,Z,12,7.9,10.2,28,238
BMW,M235i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,12,7.9,10.2,28,238
BMW,M3,COMPACT,3,6,AM7,Z,14.1,9.7,12.1,23,284
BMW,M3,COMPACT,3,6,M6,Z,13.7,9,11.6,24,271
BMW,M4 CABRIOLET,SUBCOMPACT,3,6,AM7,Z,14.2,9.6,12.1,23,282
BMW,M4 CABRIOLET,SUBCOMPACT,3,6,M6,Z,14.1,9,11.8,24,278
BMW,M4 COUPE,COMPACT,3,6,AM7,Z,14.1,9.7,12.1,23,284
BMW,M4 COUPE,COMPACT,3,6,M6,Z,13.7,9,11.6,24,271
BMW,M5,MID-SIZE,4.4,8,AM7,Z,17.3,11.5,14.7,19,344
BMW,M5,MID-SIZE,4.4,8,M6,Z,16.1,10.9,13.7,21,321
BMW,M6,COMPACT,4.4,8,AM7,Z,17.3,11.5,14.7,19,344
BMW,M6,COMPACT,4.4,8,M6,Z,16.1,10.9,13.7,21,321
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,AM7,Z,17.3,11.5,14.7,19,344
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,M6,Z,16.1,10.9,13.7,21,321
BMW,M6 GRAN COUPE,COMPACT,4.4,8,AM7,Z,17.3,11.5,14.7,19,344
BMW,M6 GRAN COUPE,COMPACT,4.4,8,M6,Z,16.1,10.9,13.7,21,321
BMW,X1 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,10.7,7.4,9.2,31,215
BMW,X3 xDRIVE28d,SUV - SMALL,2,4,AS8,D,8.6,6.9,7.9,36,211
BMW,X3 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,11.1,8.4,9.9,29,231
BMW,X3 xDRIVE35i,SUV - SMALL,3,6,AS8,Z,12.7,8.8,10.9,26,257
BMW,X4 M40i,SUV - SMALL,3,6,AS8,Z,12.8,9.5,11.3,25,264
BMW,X4 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,11.7,8.4,10.2,28,238
BMW,X4 xDRIVE35i,SUV - SMALL,3,6,AS8,Z,12.7,8.8,10.9,26,257
BMW,X5 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19,343
BMW,X5 xDRIVE35d,SUV - STANDARD,3,6,AS8,D,10,7.6,8.9,32,233
BMW,X5 xDRIVE35i,SUV - STANDARD,3,6,AS8,Z,13,9.7,11.5,25,269
BMW,X5 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.7,11.4,13.8,20,322
BMW,X6 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19,343
BMW,X6 xDRIVE35i,SUV - STANDARD,3,6,AS8,Z,13,9.7,11.5,25,269
BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.7,11.4,13.8,20,322
BMW,Z4 sDRIVE28i,TWO-SEATER,2,4,AS8,Z,10.7,7.1,9.1,31,212
BMW,Z4 sDRIVE28i,TWO-SEATER,2,4,M6,Z,10.7,7,9,31,211
BMW,Z4 sDRIVE35i,TWO-SEATER,3,6,AM7,Z,13.7,10,12.1,23,282
BMW,Z4 sDRIVE35is,TWO-SEATER,3,6,AM7,Z,13.7,10,12.1,23,282
BUICK,ENCLAVE,SUV - STANDARD,3.6,6,A6,X,15.8,10.6,13.4,21,315
BUICK,ENCLAVE AWD,SUV - STANDARD,3.6,6,A6,X,16.1,10.8,13.7,21,323
BUICK,ENCORE,SUV - SMALL,1.4,4,AS6,X,9.5,7.2,8.5,33,199
BUICK,ENCORE AWD,SUV - SMALL,1.4,4,AS6,X,10.2,8,9.2,31,215
BUICK,ENCORE SPORT TOURING,SUV - SMALL,1.4,4,AS6,X,8.5,6.9,7.8,36,182
BUICK,ENCORE SPORT TOURING AWD,SUV - SMALL,1.4,4,AS6,X,8.9,7.4,8.2,34,192
BUICK,ENVISION AWD,SUV - SMALL,2,4,A6,Z,11.8,9.1,10.6,27,248
BUICK,LACROSSE FFV,MID-SIZE,3.6,6,AS6,X,13.7,8.6,11.4,25,268
BUICK,LACROSSE FFV,MID-SIZE,3.6,6,AS6,E,18.7,12.4,15.8,18,260
BUICK,LACROSSE eASSIST,MID-SIZE,2.4,4,AS6,X,9.6,6.5,8.2,34,193
BUICK,LACROSSE AWD FFV,MID-SIZE,3.6,6,AS6,X,13.8,9,11.7,24,274
BUICK,LACROSSE AWD FFV,MID-SIZE,3.6,6,AS6,E,18.5,12.5,15.8,18,263
BUICK,REGAL,MID-SIZE,2,4,AS6,Z,11.4,7.9,9.8,29,231
BUICK,REGAL,MID-SIZE,2,4,M6,Z,11.6,7.6,9.8,29,230
BUICK,REGAL eASSIST,MID-SIZE,2.4,4,AS6,X,9.6,6.5,8.2,34,193
BUICK,REGAL AWD,MID-SIZE,2,4,AS6,Z,12.4,8.7,10.7,26,252
BUICK,VERANO,COMPACT,2,4,AS6,Z,11.4,7.9,9.8,29,231
BUICK,VERANO,COMPACT,2,4,M6,Z,11.6,7.6,9.8,29,230
BUICK,VERANO,COMPACT,2.4,4,AS6,X,11.3,7.4,9.6,29,224
CADILLAC,ATS,COMPACT,2,4,AS8,Z,10.5,7.6,9.2,31,215
CADILLAC,ATS,COMPACT,2,4,M6,Z,12,8.1,10.3,27,240
CADILLAC,ATS,COMPACT,2.5,4,AS8,X,10.6,7.3,9.1,31,214
CADILLAC,ATS,COMPACT,3.6,6,AS8,X,11.6,7.9,9.9,29,233
CADILLAC,ATS AWD,COMPACT,2,4,AS8,Z,10.8,7.8,9.4,30,221
CADILLAC,ATS AWD,COMPACT,3.6,6,AS8,X,12.2,8.5,10.5,27,247
CADILLAC,ATS-V,COMPACT,3.6,6,AS8,Z,14.7,9.8,12.5,23,293
CADILLAC,ATS-V,COMPACT,3.6,6,M6,Z,14.2,10.2,12.4,23,289
CADILLAC,CT6,FULL-SIZE,2,4,AS8,Z,11,7.6,9.5,30,222
CADILLAC,CT6 AWD,FULL-SIZE,3,6,AS8,Z,13,9,11.2,25,263
CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS8,X,12.8,8.7,11,26,257
CADILLAC,CTS,MID-SIZE,2,4,AS8,Z,11,7.6,9.5,30,221
CADILLAC,CTS,MID-SIZE,3.6,6,AS8,X,11.6,7.9,9.9,29,233
CADILLAC,CTS AWD,MID-SIZE,2,4,AS8,Z,11.2,8.1,9.8,29,229
CADILLAC,CTS AWD,MID-SIZE,3.6,6,AS8,X,12.2,8.5,10.5,27,247
CADILLAC,CTS Vsport,MID-SIZE,3.6,6,AS8,Z,14.7,9.8,12.5,23,293
CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Z,16.6,11.1,14.1,20,332
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A8,Z,16,11.2,13.9,20,325
CADILLAC,SRX,SUV - STANDARD,3.6,6,AS6,X,14.2,9.8,12.3,23,287
CADILLAC,SRX AWD,SUV - STANDARD,3.6,6,AS6,X,14.8,10.4,12.8,22,300
CADILLAC,XTS,FULL-SIZE,3.6,6,AS6,X,13.6,8.6,11.3,25,263
CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS6,X,13.9,8.9,11.6,24,273
CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Z,15,10.2,12.8,22,302
CHEVROLET,CAMARO,COMPACT,2,4,AS8,Z,10.9,7.5,9.3,30,218
CHEVROLET,CAMARO,COMPACT,2,4,M6,Z,11.4,7.9,9.8,29,229
CHEVROLET,CAMARO,COMPACT,3.6,6,AS8,X,12.3,8.5,10.6,27,248
CHEVROLET,CAMARO,COMPACT,3.6,6,M6,X,13.2,8.7,11.2,25,261
CHEVROLET,CAMARO SS,COMPACT,6.2,8,AS8,Z,14.2,8.4,11.6,24,272
CHEVROLET,CAMARO SS,COMPACT,6.2,8,M6,Z,14.3,9.4,12.1,23,284
CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2,4,AV,X,9.7,9,9.4,30,220
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,A6,X,11.9,8.9,10.5,27,247
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,M6,X,12.2,9.1,10.8,26,253
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,7.7,9.4,30,252
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.6,6,A6,X,13,9.2,11.3,25,265
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.6,11.3,25,265
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12,8.2,10.3,27,277
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6,A6,X,13.6,9.9,11.9,24,279
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS8,Z,14.6,8.1,11.7,24,275
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Z,13.7,8.2,11.2,25,263
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Z,17.7,10.2,14.3,20,335
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,M7,Z,15.7,10.6,13.4,21,313
CHEVROLET,CRUZE,COMPACT,1.4,4,AS6,X,7.8,5.6,6.8,42,159
CHEVROLET,CRUZE,COMPACT,1.4,4,M6,X,8.2,5.8,7.1,40,167
CHEVROLET,CRUZE PREMIER,COMPACT,1.4,4,AS6,X,7.8,5.9,6.9,41,160
CHEVROLET,CRUZE LIMITED,MID-SIZE,1.4,4,AS6,X,9.1,6.3,7.8,36,184
CHEVROLET,CRUZE LIMITED,MID-SIZE,1.4,4,M6,X,9,6.2,7.8,36,182
CHEVROLET,CRUZE LIMITED,MID-SIZE,1.8,4,AS6,X,10.5,6.8,8.8,32,207
CHEVROLET,CRUZE LIMITED,MID-SIZE,1.8,4,M6,X,9.4,6.6,8.1,35,190
CHEVROLET,CRUZE LIMITED ECO,MID-SIZE,1.4,4,A6,X,9,6.1,7.7,37,181
CHEVROLET,CRUZE LIMITED ECO,MID-SIZE,1.4,4,M6,X,8.4,5.6,7.1,40,167
CHEVROLET,EQUINOX,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,214
CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23,285
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,214
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,E,15.6,10.8,13.4,21,221
CHEVROLET,EQUINOX AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10,28,235
CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A6,X,14.9,10.1,12.8,22,300
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10,28,235
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,E,16.3,11.6,14.2,20,236
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6,8,A6,X,22,14.9,18.8,15,441
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6,8,A6,X,23,16,19.8,14,465
CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,X,10.6,7.5,9.2,31,215
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,X,12.5,8.2,10.6,27,248
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,E,17,11.5,14.5,19,239
CHEVROLET,IMPALA DUAL FUEL,MID-SIZE,3.6,6,AS6,X,13.9,9.3,11.9,24,272
CHEVROLET,IMPALA DUAL FUEL,MID-SIZE,3.6,6,AS6,N,15.2,9.5,12.7,22,213
CHEVROLET,MALIBU,MID-SIZE,1.5,4,A6,X,8.7,6.3,7.6,37,179
CHEVROLET,MALIBU,MID-SIZE,2,4,AS8,Z,10.6,7.1,9,31,211
CHEVROLET,MALIBU LIMITED,MID-SIZE,2.5,4,AS6,X,10,7,8.6,33,202
CHEVROLET,MALIBU HYBRID,MID-SIZE,1.8,4,AV,X,5,5.1,5.1,55,122
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.4,12.7,22,298
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.1,11.4,14,20,328
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.5,10,11.9,24,280
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.4,17.1,17,284
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.4,12.7,22,298
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,14,17.2,16,286
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15,10.7,13.1,22,307
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.3,11.6,14.2,20,332
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.7,12.6,22,296
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.3,15.3,18.1,16,301
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15,10.7,13.1,22,306
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.5,14.4,17.8,16,295
CHEVROLET,SILVERADO eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13,22,304
CHEVROLET,SONIC,COMPACT,1.4,4,AS6,X,9,6.8,8,35,188
CHEVROLET,SONIC,COMPACT,1.4,4,M6,X,8.5,6.2,7.5,38,175
CHEVROLET,SONIC,COMPACT,1.8,4,AS6,X,9.6,6.7,8.3,34,195
CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,9,6.8,8,35,187
CHEVROLET,SONIC RS,COMPACT,1.4,4,AS6,X,9.5,7.1,8.4,34,195
CHEVROLET,SONIC RS,COMPACT,1.4,4,M6,X,8.9,7,8,35,189
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,AS6,X,9,6.8,8,35,188
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,M6,X,8.5,6.2,7.5,38,175
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,AS6,X,9.6,6.7,8.3,34,195
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,M5,X,9,6.8,8,35,187
CHEVROLET,SONIC 5 RS,STATION WAGON - SMALL,1.4,4,AS6,X,9.5,7.1,8.4,34,195
CHEVROLET,SONIC 5 RS,STATION WAGON - SMALL,1.4,4,M6,X,8.9,7,8,35,189
CHEVROLET,SPARK,SUBCOMPACT,1.4,4,AV,X,7.6,5.7,6.7,42,157
CHEVROLET,SPARK,SUBCOMPACT,1.4,4,M5,X,7.8,5.8,6.9,41,162
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,304
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,304
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,E,20.5,14,17.6,16,288
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.3,19.1,15,317
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,304
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,304
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,E,20.5,14,17.6,16,288
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,E,20.9,14.5,18,16,300
CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,X,15.8,10.6,13.4,21,315
CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,X,16.1,10.8,13.7,21,323
CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,X,9.2,7,8.2,34,193
CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,9.1,6.9,8.1,35,190
CHEVROLET,TRAX 4WD,SUV - SMALL,1.4,4,AS6,X,9.7,7.6,8.7,32,205
CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,X,10.2,6.4,8.5,33,198
CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,E,13.6,8.5,11.3,25,186
CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,X,12.4,7.5,10.2,28,239
CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,E,16.5,10.1,13.6,21,225
CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,X,12.8,8.1,10.7,26,250
CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,E,16.9,10.8,14.1,20,232
CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,240
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,240
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,20,229
CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A8,X,14.8,9.3,12.3,23,289
CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,257
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,257
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,E,17.3,11.7,14.8,19,243
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,X,14.1,9.5,12,24,282
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,E,19.7,13.3,16.8,17,279
DODGE,CHALLENGER,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,X,15.6,10,13.1,22,307
DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,20,326
DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A8,X,14.8,9.3,12.3,23,289
DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,302
DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,20,326
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,302
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,353
DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,13.7,8.9,11.5,25,271
DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,240
